URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
blackassign0065,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,0.0576271186440678,0.02711864406779661,0.35999575205012585,9.575792386000732e-05,4.868248587570623,11.8,328,885,1916,21,6.63954802259887
blackassign0066,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,0.05687203791469194,0.04383886255924171,0.12941047973594236,0.00011932571132062552,4.773946633772642,11.561643835616438,315,844,1809,20,6.542654028436019
blackassign0067,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,0.06794055201698514,0.016985138004246284,0.5999929350831894,0.0001803093202567348,2.825071020603451,6.633802816901408,202,471,1109,3,6.883227176220807
blackassign0068,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,0.08144796380090498,0.013574660633484163,0.7142781973580185,0.00014332220858381136,4.43005887218411,10.693548387096774,253,663,1466,6,6.850678733031674
blackassign0069,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,0.12974683544303797,0.022151898734177215,0.708328670169588,0.00048069219524216137,6.2127185051235685,15.047619047619047,153,316,755,10,7.155063291139241
blackassign0070,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,0.05197505197505198,0.018711018711018712,0.47058157794885314,7.347824388003373e-05,5.524486024486024,13.36111111111111,433,962,2187,10,6.836798336798337
blackassign0071,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,0.06445672191528545,0.13996316758747698,-0.3693675624631854,0.0003764638842104946,3.097934398486885,7.337837837837838,221,543,1196,15,6.821362799263352
blackassign0072,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,0.11700468018720749,0.0374414976599064,0.5151481796971394,0.00024094567489261814,3.3466536661466457,8.0125,227,641,1346,7,6.507020280811233
blackassign0073,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,0.042483660130718956,0.04411764705882353,-0.018867706659689152,0.00014150540367326319,5.455072463768117,13.304347826086957,204,612,1243,7,6.312091503267974
blackassign0074,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,0.05014749262536873,0.03982300884955752,0.114752822911247,0.00013269985448705957,3.954277286135693,9.416666666666666,318,678,1643,11,7.0811209439528024
blackassign0075,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,0.059245960502693,0.14542190305206462,-0.42105057434061477,0.00036744679207775734,3.3480276994101055,7.957142857142857,230,557,1229,17,6.825852782764811
blackassign0076,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,0.06290672451193059,0.028199566160520606,0.38094819959238074,0.00019762752814495374,5.024432012786848,12.131578947368421,198,461,1020,7,6.633405639913232
blackassign0077,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,0.05693950177935943,0.03202846975088968,0.2799968528353741,0.00031661199720155555,7.672692763938317,18.733333333333334,126,281,664,2,6.98932384341637
blackassign0078,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,0.059813084112149535,0.03925233644859813,0.20754507478084896,0.00018516901004781057,7.811081441922564,19.107142857142858,225,535,1234,2,6.8728971962616825
blackassign0079,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,0.03773584905660377,0.04582210242587601,-0.09677303539367321,0.00011261179429901347,4.944509173115382,11.96774193548387,292,742,1602,8,6.559299191374663
blackassign0080,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,0.02337891486546096,0.0061755624172915745,0.5820698574273613,1.3036822792111035e-05,3.7159248289817324,8.996031746031745,666,2267,4416,4,5.914865460961623
blackassign0081,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,0.04867724867724868,0.0582010582010582,-0.08910807715709981,0.00011309873731768058,4.517102718482029,10.862068965517242,407,945,2114,14,6.867724867724868
blackassign0082,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,0.03958333333333333,0.07604166666666666,-0.3153125882875247,0.00012044270820787217,5.999848484848485,14.545454545454545,436,960,2234,2,6.929166666666666
blackassign0083,https://insights.blackcoffer.com/human-rights-outlook/,0.05339805825242718,0.009708737864077669,0.6922967220673272,0.000306343668981365,7.661782877316859,18.727272727272727,88,206,487,4,6.936893203883495
blackassign0084,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,0.07307692307692308,0.009615384615384616,0.7674325798850803,0.00015902366833323852,5.227016885553471,12.682926829268293,200,520,1113,4,6.630769230769231
blackassign0085,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,0.05336426914153132,0.04060324825986079,0.13580102394465876,0.00010901104094243745,3.016484728614355,7.065573770491803,410,862,2007,8,6.958236658932715
blackassign0086,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,0.06533192834562697,0.01685985247629083,0.5897364146172118,8.660883112255951e-05,4.378367872614448,10.544444444444444,381,949,2074,7,6.747102212855638
blackassign0087,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,0.061746987951807226,0.05271084337349398,0.07894667867638624,0.00017237625173633278,5.369288920387433,13.019607843137255,268,664,1465,5,6.661144578313253
blackassign0088,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,0.02254283137962128,0.04147880973850315,-0.2957700280428014,5.772916236284514e-05,5.851651984925204,14.217948717948717,456,1109,2502,3,6.595130748422002
blackassign0089,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,0.040453074433656956,0.0744336569579288,-0.29577207342054407,0.00018590085955612443,4.8317884838493015,11.660377358490566,259,618,1420,7,6.82200647249191
blackassign0090,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,0.06901840490797546,0.08588957055214724,-0.10891018802532086,0.00023758891905296592,3.607039070067808,8.578947368421053,286,652,1472,39,6.883435582822086
blackassign0091,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,0.053208137715179966,0.04538341158059468,0.07936427438458198,0.0001542903742433244,6.413802053513493,15.585365853658537,287,639,1487,14,6.879499217527386
blackassign0092,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,0.03896103896103896,0.05194805194805195,-0.142855571445857,0.0001073306857163639,5.286816214088942,12.833333333333334,325,847,1895,6,6.617473435655254
blackassign0093,https://insights.blackcoffer.com/travel-and-tourism-outlook/,0.05309734513274336,0.017699115044247787,0.4999929375997564,0.00031325867196341803,7.116678012253233,17.384615384615383,92,226,522,4,6.79646017699115
blackassign0094,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,0.05603448275862069,0.06896551724137931,-0.10344744828248269,0.00017959770089138262,4.442847038019452,10.707692307692307,278,696,1505,15,6.639367816091954
blackassign0095,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,0.03497942386831276,0.05761316872427984,-0.24444180447295616,0.0001905197374528248,5.277929391379684,12.789473684210526,197,486,1063,6,6.477366255144033
blackassign0096,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,0.04897959183673469,0.08843537414965986,-0.2871266233854635,0.000186959137142089,5.430136054421769,13.125,331,735,1725,6,6.940136054421768
blackassign0097,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,0.051418439716312055,0.06560283687943262,-0.12121108540830045,0.00020748453260329813,5.402539996701304,13.116279069767442,220,564,1194,9,6.656028368794326
blackassign0098,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,0.0391304347826087,0.004347826086956522,0.7999816004231901,0.00018903591600230135,10.394396135265701,25.555555555555557,99,230,545,2,6.98695652173913
blackassign0099,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,0.05289672544080604,0.010075566750629723,0.6799892017714758,0.00015862038295419494,4.832804859979256,11.676470588235293,161,397,869,6,6.581863979848866
blackassign0100,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,0.05930807248764415,0.09884678747940692,-0.24999841928082808,0.0002605516634373961,6.73613250812592,16.405405405405407,264,607,1391,5,6.85831960461285
